sentiment_polarity,sentiment_subjectivity,absPolarity,L,pregnant,day,caus,im,still,didnt,sinc,pregnantim,getpregnant,thinkim,monthpregnant,feellike,0,1,2,3,4,5
0.01,0.7,0.01,True,True,False,False,True,False,False,False,True,False,False,False,False,2.049882851057042,-0.3386731277156662,0.0477149232341272,0.03292078263821048,-0.2781524519816668,0.14806166940631477
0.33,0.7,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.1462306778388336,-0.21250756442216703,0.11528532044123327,-0.09234240772569947,0.08011407303742524,0.09101297061806013
0.03,0.5,0.03,True,True,False,False,True,False,False,False,True,False,False,False,False,1.995758811676257,-0.39831547433265513,0.03601458267467248,0.053533660252131125,-0.2700203553887838,0.008116286350281611
0.27,0.52,0.27,True,True,False,False,False,False,True,False,False,False,False,True,False,1.2401807590864675,0.6287406646207039,0.862184026133804,0.12026468592292056,-0.3194787367277117,0.28089707875090836
0.47,0.43,0.47,True,True,False,False,False,False,False,False,False,False,False,True,False,1.2607746656798942,0.6516443764691294,0.8471871076940198,0.044628345611987634,-0.14887092282470785,0.1479158589545693
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,True,False,False,False,2.1487320348958336,-0.05494673310243559,-0.22639594671142718,0.8033910008658179,0.33124416742925505,0.04570663447074787
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.42,0.5,0.42,True,True,False,False,True,False,False,True,True,False,False,False,False,2.132756947989555,-0.24545586209111506,0.14699900537771637,-0.0674085542915209,0.24511723727671308,-0.12938025009065893
0.07,0.46,0.07,True,True,False,False,True,False,False,False,True,False,False,False,False,1.9957731343130514,-0.3960503177855343,0.04127618424858095,0.04356412685897533,-0.22808895200555923,-0.026290768874603656
0.0,0.44,0.0,True,True,False,False,True,False,False,False,True,False,False,False,False,1.9686824693490699,-0.4304018041882705,0.024902810821036563,0.0738096324522471,-0.30788571047556657,-0.02744934995284971
0.16,0.64,0.16,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0770021612946126,-0.2997913282186882,0.0746114998094885,-0.017263789741372815,-0.11449288674521044,0.08040614003479024
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,True,False,False,False,2.1487320348958336,-0.05494673310243559,-0.22639594671142718,0.8033910008658179,0.33124416742925505,0.04570663447074787
-0.04,0.62,0.04,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0236951386342756,-0.3687919912480513,0.03822195974033181,0.04754780322864482,-0.3017163888864075,0.11128088282467735
0.33,0.5,0.33,True,True,True,False,True,True,False,False,True,False,False,False,False,2.120730322931069,-0.25476319411832143,0.2219017993765281,0.02261292375049737,-0.09212406674469129,0.0885646708225316
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.06,0.26,0.06,True,True,False,False,True,False,False,False,True,False,False,False,False,1.9326164861714736,-0.46752068596128893,0.023241118950959917,0.07592042856951249,-0.253544342133216,-0.16088783641923804
-0.21,0.75,0.21,True,True,False,False,True,False,False,False,True,False,False,True,True,2.1095165831599707,-0.23738174778557733,0.021775597030952012,0.0711123709530961,-0.610609670691579,0.6151930444403392
0.35,0.52,0.35,True,True,False,False,True,False,False,False,True,False,False,False,False,2.098121216313513,-0.2653971416068728,0.1051773289202684,-0.07457371281294538,0.08967212575238932,-0.03529442849979631
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,True,2.1044732527039844,-0.26468891782704823,0.04367792013677629,-0.011250887134894829,0.01949279323136031,-0.08578245249143385
-0.29,0.75,0.29,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0682990733574425,-0.31968093962777455,0.04224727582105435,0.024909459964163622,-0.33409944602769337,0.29985513675992925
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086084899284187,-0.2800352587449997,0.09936183005633434,-0.06390058071403452,0.06585451181661507,-0.045366868763707116
0.33,0.5,0.33,True,True,False,False,True,False,False,False,True,False,False,True,False,2.110676992838964,-0.2114126317214145,0.13255007633156227,-0.07167573313044942,-0.17762256128115586,0.3423633773123025
0.01,0.3,0.01,True,True,False,False,True,False,False,False,True,False,False,False,False,1.929591293947748,-0.47372851636133156,0.015867942464329356,0.08980443666154042,-0.30667157442328724,-0.12469800935721982
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,True,False,False,True,False,False,False,False,2.111221038864927,-0.2495145890331848,0.15997591317735502,-0.0013955771381717998,-0.05541225331948427,0.08247717961100495
0.16,0.28,0.161111111,True,True,False,False,True,False,False,False,True,False,False,False,False,1.968919273030154,-0.42111054491922045,0.04605247137334185,0.03370480329522988,-0.13963066599397558,-0.16495455294822867
0.48,0.88,0.47916666700000005,True,True,False,False,True,False,False,False,True,False,False,False,False,2.245390287531942,-0.09276550649632234,0.16121264480920178,-0.17648715088199157,0.2604880386464558,0.1869209851042138
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.42,0.5,0.41666666700000005,True,True,False,False,True,False,False,False,True,False,False,False,False,2.112644186164846,-0.24524309331040295,0.1180562415008185,-0.09845076625070152,0.16502867913215505,-0.061780869010390226
0.27,0.35,0.26666666699999997,True,True,False,False,True,False,False,False,True,False,False,False,False,2.022371808444896,-0.3550289718463553,0.07444000002131336,-0.018402275508870008,-0.013603425386152095,-0.13732417098972138
0.59,0.6,0.589583333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.1943730803359154,-0.1438483788906664,0.16218580259845716,-0.17981282546988622,0.36387730722058953,-0.02357514859385975
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.01,0.63,0.011111111000000002,True,True,False,False,True,False,False,False,True,False,False,False,False,2.029011341696822,-0.3620771876480909,0.042244955856084086,0.04264872650789899,-0.2826138674602571,0.10045174352685843
0.01,0.59,0.010416667,True,True,False,False,True,False,False,False,True,False,False,False,False,2.016869990337787,-0.3757268721101728,0.03899572390353307,0.048478776573968645,-0.2857966738686695,0.07309888950192212
0.47,0.7,0.46666666700000003,True,True,False,False,True,False,False,False,True,False,False,False,False,2.1878443126541485,-0.15800202972296104,0.14453760644932778,-0.1464649667567275,0.2352673848871984,0.06568511118571224
0.07,0.65,0.066666667,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0523730845382473,-0.33259090742054315,0.05609373734422065,0.017224477951076286,-0.21613066169186934,0.1029010248255887
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.37,0.45,0.36666666700000006,True,True,False,True,True,False,False,False,True,False,False,False,False,2.099326072573987,-0.2935600617799834,0.1123404743482063,-0.09967835698867189,0.11516169749620933,-0.06249125931081737
0.17,0.25,0.166666667,True,True,False,False,True,False,False,False,True,False,True,False,False,1.9983328337905533,-0.47038457208519513,-0.005290343827354262,0.07313306215629553,-0.08356728391963633,-0.4667597539925251
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.05,0.48,0.051282050999999995,True,True,False,False,True,False,False,False,True,True,False,False,False,2.058620239120569,-0.171828255355503,-0.286993253793503,0.9155789033386473,0.016945883706039364,0.08212820569083235
0.42,0.5,0.41666666700000005,True,True,False,False,True,False,False,False,True,False,False,False,False,2.112644186164846,-0.24524309331040295,0.1180562415008185,-0.09845076625070152,0.16502867913215505,-0.061780869010390226
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.22,0.39,0.222222222,True,True,False,False,True,True,False,False,True,False,False,False,False,2.0448417820697236,-0.33025486637344975,0.12788741516904648,0.05753334499023221,-0.18693856091493605,0.02695574025533339
0.08,0.6,0.07777777799999999,True,True,False,False,True,False,False,False,True,False,False,False,False,2.040527022620423,-0.3452995240677628,0.05432769391738927,0.020193764420726124,-0.20797029214153198,0.06714631104717604
0.32,0.52,0.321969697,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0894068354177273,-0.27681631356654957,0.09902564584004901,-0.06323215820776089,0.057023175821916544,-0.029728035769492657
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.22,0.5,0.215277778,True,True,False,False,True,False,False,False,True,False,False,False,False,2.052202402968454,-0.32438486177144066,0.07569567540230572,-0.01987790274175849,-0.05954968780976609,-0.02627920467561283
0.24,0.46,0.23968254,True,True,False,False,True,True,False,False,True,False,False,False,False,2.07150422804923,-0.2992619869223184,0.1374477769262216,0.040267917415870186,-0.16076618442054724,0.07084195661537722
-0.02,0.37,0.022222222000000003,True,True,False,False,True,False,False,False,True,True,True,False,False,2.0472209535197057,-0.27023427592093496,-0.3573805248106514,0.9884400470314533,-0.0006359700022219217,-0.2549419477099707
0.31,0.52,0.30952381,True,True,False,False,True,False,False,False,True,False,False,False,False,2.086000803834785,-0.28126667967841595,0.09668677748491894,-0.058818658854441735,0.04466191135120052,-0.028216063062741322
0.81,0.5,0.813802083,True,True,False,False,True,False,False,False,True,False,False,False,False,2.2312209109695327,-0.08999771622245702,0.2010707490308969,-0.25257109022231217,0.6050659458951483,-0.13051896505009444
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.14,0.28,0.135416667,True,True,False,False,True,False,False,False,True,False,False,False,True,1.980365882444625,-0.414831546270963,-0.014383766448717542,0.09534526116763758,-0.21109737606453738,-0.20243505977436002
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,True,False,False,2.1227660491781957,-0.32150837405150473,0.049018743297350946,-0.026410990296605992,0.11656701580808182,-0.3240711967344707
0.33,0.5,0.333333333,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0866234386859057,-0.27934335950329975,0.09967159282634863,-0.06458066746721718,0.06744280466269476,-0.044997815051220656
0.1,0.67,0.1,True,True,False,False,True,False,False,False,True,False,False,False,False,2.0679588105562248,-0.31331821718779423,0.06433057389089092,0.001956784400110557,-0.1795289260031687,0.11155974696485314
