L,absPolarity,sentiment_polarity,sentiment_subjectivity,1,2
False,0.15,0.15,0.27,-198637.3499200098,-1555.5758702469975
False,0.2,0.2,0.2,-94003.2185307849,-148528.00078084957
False,0.57,0.57,0.6,-43492.73734248869,-79192.38884081709
False,0.08,-0.08,0.75,-145541.2897714243,-146299.42376066552
False,0.03,-0.03,0.6,-180739.14945729644,-96875.81716121885
False,0.11,-0.11,0.64,-188141.85426268307,-156613.54307340694
False,0.22,0.22,0.39,-191805.47481297987,58983.29752549345
False,0.12,0.12,0.5,-142286.1161147943,-80646.25790700768
False,0.33,0.33,0.5,-72928.99823762749,-178111.27918999325
False,0.14,0.14,0.57,-218698.50416840793,-43675.771594408245
False,0.19,0.19,0.42,-172861.858723109,32380.178212061313
False,0.33,0.33,0.5,0.0,0.0
False,0.0,0.0,0.0,-35814.07857044757,-89996.50323294115
False,0.33,0.33,0.5,-85553.83486385945,-90290.61674292992
False,0.18,0.18,0.46,-87567.21710995078,-297844.26212902204
False,0.67,0.67,0.75,-122159.57543144439,-108983.4839152797
False,0.11,0.11,0.8,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0
False,0.33,0.33,0.5,-19657.531979271615,-42529.84167157287
False,0.33,0.33,0.5,-88950.58167396719,54829.148829619284
False,0.38,0.38,0.5,-288916.42337685364,125331.28976824468
False,0.19,0.19,0.25,-198253.7582156901,-2014.209112561617
False,0.07,0.07,0.55,-82989.70836943884,-23658.14633970262
False,0.03,-0.03,0.55,-131097.31186388183,-96400.80898077422
False,0.33,0.33,0.5,0.0,0.0
False,0.04,0.04,0.48,-122566.05509369256,-108359.21028526576
False,0.33,0.33,0.5,-205736.94849143527,78598.60271433055
False,0.22,0.22,0.45,-353932.26124981086,-63937.873851495926
False,0.2,0.2,0.66,-200009.91234418514,70403.1950163474
False,0.17,0.17,0.31,-315380.13449629257,22051.512337182176
False,0.12,0.12,0.3,-200848.74109764,1564.252112445305
False,0.08,-0.08,0.75,0.0,0.0
False,0.33,0.33,0.5,-102057.8931881903,3098.611929667699
False,0.33,0.33,0.5,-35128.857683172166,-90935.59871695317
False,0.57,0.57,0.7,-144585.31708710035,-7298.849591873033
False,0.33,0.33,0.5,0.0,0.0
False,0.33,0.33,0.5,-106780.88572025954,9742.456402955955
False,0.33,0.33,0.45,-66915.46915181998,23888.826467384813
False,0.33,0.33,0.5,-61270.63547868457,15853.967823410345
False,0.03,-0.03,0.35,-109062.65955769438,-57276.269143527905
False,0.17,0.17,0.67,-186115.80570115815,-229526.6524759024
False,0.27,0.27,0.5,-152110.10893701712,3261.102089454802
False,0.03,-0.03,0.8,-5523.753365661475,-62383.079490116
False,0.33,0.33,0.5,-66915.46915181998,23888.826467384813
False,0.53,0.53,0.5,-186601.3371866738,51727.74305505616
False,0.33,0.33,0.65,-27349.849811975426,-101869.96135626777
False,0.33,0.33,0.63,-230964.634877095,-26281.827372809665
False,0.13,-0.13,0.5,-88950.58167396719,54829.148829619284
False,0.4,0.4,0.55,-334459.2621607126,-21327.366092189375
False,0.33,0.33,0.33,-196960.096586129,-3868.705060856795
False,0.42,0.42,0.58,-114466.85903851569,-49636.81112775614
False,0.08,0.08,0.5,-149882.1657466938,-140133.37262345743
False,0.0,0.0,0.25,-43492.73734248869,-79192.38884081709
False,0.33,0.33,0.25,-43492.73734248869,-79192.38884081709
False,0.17,0.17,0.25,-43492.73734248869,-79192.38884081709
False,0.17,0.17,0.5,-88950.58167396719,54829.148829619284
False,0.49,0.49,0.65,-196154.63024820058,-75305.05135831793
False,0.42,0.42,0.5,-240098.11170709616,-13374.363809797276
False,0.07,0.07,0.5,-303114.093368581,4955.966915503966
False,0.33,0.33,0.5,-139889.89230302247,-84071.5043594246
False,0.33,0.33,0.5,-413336.123815744,159654.70943856885
False,0.33,0.33,0.5,-348439.3162929001,-1539.620088120042
False,0.33,0.33,0.4,-125308.71725249205,-104539.23425300991
False,0.33,0.33,0.5,-283171.1437655083,47136.95731758952
False,0.33,0.33,0.5,-35761.09128141659,-90046.84998237486
False,0.34,0.34,0.75,-88950.58167396719,54829.148829619284
False,0.52,0.52,0.5,-19726.590656813984,-112576.8431700868
False,0.42,0.42,0.63,-58938.67874446362,-127672.61923972756
False,0.33,0.33,0.5,-190368.5737481371,-13289.861528376103
False,0.18,0.18,0.5,-359813.5237094115,154765.66324182233
False,0.42,0.42,0.63,-178590.38258743932,-169976.59484037722
False,0.33,0.33,0.3,-104396.64111408812,-63746.57781998755
False,0.03,-0.03,0.5,-32014.15191898865,-25201.516271955446
False,0.17,0.17,0.54,-70873.7778064755,-181020.09656406578
False,0.33,0.33,0.39,-284534.174898275,119133.62689830145
False,0.38,0.38,0.75,-16074.239217618857,-47546.97280708743
False,0.22,0.22,0.0,0.0,0.0
False,0.57,0.57,0.5,-102066.11733959179,-67009.608929297
False,0.0,0.0,0.63,-291503.0093362008,-151594.04564799828
False,0.49,0.49,0.57,-75835.01896630976,-174030.53505659656
False,0.34,0.34,0.75,-55252.156949848286,-132830.99837610868
False,0.33,0.33,0.6,-218138.56464414188,-44213.37433390907
False,0.12,0.12,0.3,-24631.92206551873,-35547.963532555965
False,0.57,0.57,0.55,-244047.58986688082,-218340.62342990408
False,0.1,0.1,0.5,-164208.31980231486,-49857.985567625125
False,0.03,-0.03,0.63,-80012.44668130485,42253.02699794246
False,0.33,0.33,0.72,-148869.02097551772,-211728.2788769715
False,0.19,-0.19,0.75,-134019.72266724892,-92316.64684325711
False,0.25,-0.25,0.5,-112305.14783017649,87490.28770309982
False,0.33,-0.33,0.75,-134019.72266724892,-92316.64684325711
False,0.65,0.65,0.18,-267596.98770208884,-44942.76448959824
False,0.04,0.04,0.49,-117166.81896223052,24346.566441856623
False,0.33,-0.33,0.5,-174914.79820765587,35325.927365711264
False,0.15,0.15,0.5,-43128.2513348263,-79682.05920063298
False,0.33,0.33,0.75,-134019.72266724892,-92316.64684325711
False,0.33,0.33,0.63,-127546.4400193215,-31273.228383033154
False,0.33,-0.33,0.75,-88950.58167396719,54829.148829619284
False,0.17,-0.17,0.75,-134019.72266724892,-92316.64684325711
False,0.42,0.42,0.37,-312093.70358350157,-52630.74539859219
False,0.33,-0.33,0.5,-83700.08610171483,-92884.56619805697
False,0.08,-0.08,0.75,-134019.72266724892,-92316.64684325711
False,0.33,-0.33,0.5,-40822.520365035365,-82930.63012686242
False,0.33,-0.33,0.5,-116004.59379117463,22694.06243607373
False,0.33,0.33,0.35,-155866.05082578718,78717.9752970041
False,0.13,0.13,0.5,-33483.1931352883,-93234.74929144637
False,0.33,-0.33,0.5,-19657.531979271615,-42529.84167157287
False,0.42,0.42,0.75,-134019.72266724892,-92316.64684325711
False,0.33,-0.33,0.5,-351116.85743739776,-67881.26599993749
False,0.33,-0.33,0.6,-43492.73734248869,-79192.38884081709
False,0.33,0.33,0.8,-143681.74231661073,-78783.01201188377
False,0.57,0.57,0.67,-208984.32850858028,-57166.93640426647
False,0.36,0.36,0.5,-113495.63981659315,-50981.7222935039
False,0.32,0.32,0.55,-293669.1609631109,-8485.178644699641
False,0.52,0.52,0.47,-96480.00381268293,-425586.24881206854
False,0.03,-0.03,0.5,-306647.01296058396,-60213.21240242976
False,0.2,0.2,0.5,-351775.2864008633,-277387.3995563549
False,0.33,0.33,0.55,-200381.71832239264,-69220.49991127366
False,0.42,0.42,0.5,-82441.63092642395,-24428.779576483506
False,0.52,0.52,0.25,-347820.7281772606,-142670.37270742547
False,0.33,0.33,0.0,-238782.97635111783,54698.21757464803
False,0.17,0.17,0.75,-174648.52703110594,-105460.24796177552
False,0.0,0.0,0.5,-18860.815276969955,-43644.42530826113
False,0.11,0.11,0.78,-240299.15028630936,56994.896659475125
False,0.33,0.33,0.45,-32577.76548286892,-94518.16588366155
False,0.36,-0.36,0.25,-46513.751725460665,-145087.74823758253
False,0.26,0.26,0.45,-32577.76548286892,-94518.16588366155
False,0.17,0.17,0.31,-253288.17241593398,-65094.670368405335
False,0.17,0.17,0.5,-46513.751725460665,-145087.74823758253
False,0.33,0.33,0.5,0.0,0.0
False,0.26,0.26,0.5,-145138.4402253139,63590.93869581494
False,0.33,0.33,0.45,-32577.76548286892,-94518.16588366155
False,0.33,0.33,0.75,-126689.81525370904,-32449.351602888266
False,0.26,0.26,0.5,0.0,0.0
False,0.08,-0.08,0.73,-245227.79120951792,-76358.85451482967
False,0.42,0.42,0.25,-267553.2830459671,25202.750145789138
False,0.15,0.15,0.45,-184276.09130263384,48491.19230763683
False,0.17,0.17,0.5,0.0,0.0
False,0.02,0.02,0.5,0.0,0.0
False,0.33,0.33,0.6,-255590.17027007358,8216.952426944561
False,0.33,0.33,0.5,-112677.38343070477,-52187.72589726847
False,0.27,-0.27,0.5,-32324.239898222542,-94888.08321725085
False,0.33,0.33,0.5,-189688.54071985095,-14148.907620460668
False,0.33,0.33,0.3,-364743.15773048496,-48707.81783504327
False,0.33,0.33,0.67,-335181.60164389276,190313.6267743783
False,0.27,0.27,0.45,-278914.97895224893,41169.258291268015
False,0.26,0.26,0.5,-78222.97107349393,39702.11222843013
False,0.02,-0.02,0.25,-92315.7278393054,-10573.768526243297
False,0.33,0.33,0.45,-107999.32905583589,11437.100898326455
False,0.17,0.17,0.0,0.0,0.0
False,0.27,0.27,0.5,-201147.64960727055,2008.3057388989837
False,0.0,0.0,0.5,-25400.258687485417,-34462.59499362811
False,0.33,0.33,0.5,-66915.46915181998,23888.826467384813
False,0.33,0.33,0.35,-32342.28162382107,-94838.14621577947
False,0.33,0.33,0.5,0.0,0.0
False,0.27,0.27,0.68,-35183.69375387559,-90847.44771544119
False,0.33,0.33,0.5,-9949.748679363664,-56156.903457776476
False,0.44,-0.44,0.0,-340154.4877474649,56809.3536514105
False,0.33,0.33,0.5,-58300.8987730754,-128525.69733026894
False,0.0,0.0,0.51,-383050.647427034,47107.377116391806
False,0.31,0.31,0.58,-50874.967195958605,-68845.94158021657
False,0.33,0.33,0.31,-9822.490291692106,-56341.87459314264
False,0.0,0.0,0.75,-88950.58167396719,54829.148829619284
False,0.17,0.17,0.5,-88045.46136518603,-16639.762364712507
False,0.59,0.59,0.75,-142880.53736895986,-79878.56262854424
False,0.33,0.33,0.82,-96086.68589892371,-5293.945809144971
False,0.43,0.43,0.82,-96086.68589892371,-5293.945809144971
False,0.04,-0.04,0.8,-254756.68123532613,-63002.01904607742
